id,highlights,masked_highlights
15973097,Laparoscopic Roux-en-Y versus mini-gastric bypass for the treatment of morbid obesity: a prospective randomized controlled clinical trial.,<mask> <mask> versus mini-gastric bypass for the <mask> of morbid <mask> a <mask> randomized controlled clinical trial.
15973518,Laparoscopic stomach bypass surgery.,Laparoscopic stomach <mask> surgery.
15977735,Wavelet-based enhancement of lung and bowel sounds using fractal dimension thresholding--Part II: application results.,Wavelet-based enhancement of <mask> and bowel sounds using <mask> dimension thresholding--Part <mask> <mask> results.
15979811,Food hypersensitivity-immunologic (peripheral) or cognitive (central) sensitisation?,<mask> <mask> (peripheral) or cognitive (central) sensitisation?
15986212,"Preclinical toxicity of a geldanamycin analog, 17-(dimethylaminoethylamino)-17-demethoxygeldanamycin (17-DMAG), in rats and dogs: potential clinical relevance.","Preclinical toxicity <mask> a geldanamycin analog, 17-(dimethylaminoethylamino)-17-demethoxygeldanamycin <mask> in <mask> and <mask> potential clinical relevance."
15989811,Study of gastronitestinal transit times with capsule endoscopy.,Study of <mask> <mask> times with capsule endoscopy.
15991884,"Hexyl aminolevulinate: 5-ALA hexylester, 5-ALA hexylesther, aminolevulinic acid hexyl ester, hexaminolevulinate, hexyl 5-aminolevulinate, P 1206.","Hexyl aminolevulinate: 5-ALA hexyl<mask> 5-ALA hexylesther, <mask> acid hexyl ester, <mask> hexyl 5-aminolevulinate, P 1206."
15996156,Pathological and clinical significance of increased intraepithelial lymphocytes (IELs) in small bowel mucosa.,<mask> <mask> cl<mask>ical significance of increased <mask> lymphocytes (IELs) in small bowel mucosa.
16001515,Adverse reaction following suspected inhalation of nickel tetracarbonyl: case report.,Adverse reaction following suspected inhalation <mask> <mask> <mask> case report.
16001749,Comparative study of the effect of intravaginal misoprostol at 50 and 100 micrograms in cervical ripening and labor induction.,Comparative study of <mask> effect of <mask> misoprostol at 50 and <mask> micrograms <mask> cervical ripening and labor induction.
16002175,"Safety and tolerability of pioglitazone, metformin, and gliclazide in the treatment of type 2 diabetes.","Safety and tolerability of pioglitazone, metform<mask>, and gliclazide in the <mask> of <mask> 2 diabetes."
16010950,Active management of children after ingestion of a button battery.,Active m<mask>nagement of <mask> <mask> ingestion of a button battery.
16011419,Previously unknown stricture due to radiation therapy diagnosed by capsule endoscopy.,Previously unknown <mask> <mask> to radiation <mask> diagnosed by capsule endoscopy.
16015665,Long-term trial of cyproheptadine as an appetite stimulant in cystic fibrosis.,Long-term trial <mask> cyproheptad<mask>e as an appetite stimulant in <mask> fibrosis.
16021205,Irritable bowel syndrome: a concise diagnostic and pharmacological therapy review.,Irrit<mask>ble <mask> syndrome: a concise diagnostic <mask> pharmacological therapy review.
16021902,Putting prevention into practice: counseling patients to prevent and decrease obesity.,<mask> prevention in<mask> <mask> counseling patients to prevent and decrease obesity.
16022015,The use and modification of clinical pathways to achieve specific outcomes in bariatric surgery.,The <mask> and modification of <mask> pathways to achieve <mask> outcomes <mask> bariatric surgery.
16022754,Change of the growth hormone-insulin-like growth factor-I axis in patients with gastrointestinal cancer: related to tumour type and nutritional status.,Change of <mask> growth hormone-insulin-like growth <mask> axis in patients with gastrointestinal cancer: <mask> <mask> tumour type and nutritional status.
16025150,Intestinal thrombotic microangiopathy following reduced-intensity umbilical cord blood transplantation.,Intestinal <mask> microangiopathy following reduced-intensity <mask> cord <mask> transplantation.
16026376,Coeliac disease in children with Type 1 diabetes mellitus: the effect of the gluten-free diet.,Coeliac disease <mask> children with Type 1 diabetes mellitus: <mask> effect of <mask> <mask> diet.
16027327,Gastric banding interferes with esophageal motility and gastroesophageal reflux.,<mask> b<mask>ing interferes with <mask> motility and gastroesophageal reflux.
1603137,Diagnosis and staging of colonic tumors by conventional abdominal sonography as compared with hydrocolonic sonography.,<m<mask>k> and staging of colonic <mask> by conventional <mask> sonography as compared with hydrocolonic sonography.
16032954,Unusual presentation of metastatic osteosarcoma as a giant duodenal polyp. A case report.,<m<mask>k> presentation of metastatic <mask> as a giant duodenal polyp. <mask> case report.
16034493,"The optimal surgical management of the super-obese patient: the debate. Presented at the annual meeting of the Society of American Gastrointestinal and Endoscopic Surgeons, Hollywood, Florida, USA, April 13-16, 2005.","The optimal surgical management <mask> the super-obese p<mask>ient: the debate. Presented at the <mask> meeting <mask> the Society <mask> <mask> Gastrointestinal and <mask> <mask> Hollywood, Florida, <mask> April <mask> 2005."
16034549,Esophagobronchial fistula in a patient with Behçet's disease: report of a case.,Esophagobronchial fistula <mask> a patient with Behçet's disease: <mask> <mask> a case.
16035056,Time course of depression-symptom improvement during treatment with duloxetine.,<mask> <mask> of depression-symptom improvement during <mask> with duloxetine.
16036504,Evidence-based examination of the African enigma in relation to Helicobacter pylori infection.,Evidence-based <mask> of the African <mask> in relation to <mask> pylori infection.
16041609,Rare causes of gastric outlet obstruction in children.,Rare causes <mask> gastric outlet <mask> in children.
16042918,Gastrointestinal complications of bariatric surgery.,Gastrointestinal <mask> <mask> bariatric surgery.
16043003,Prospective assessment of patient-rated symptoms following whole brain radiotherapy for brain metastases.,Prospective assessment of patient-rated <mask> following <mask> brain radiotherapy for brain metastases.
16046372,"Central cholecystokinin activity in irritable bowel syndrome, panic disorder, and healthy controls.","<mask> cholecystokinin <mask> in irritable bowel <mask> panic disorder, and healthy controls."
16046904,Administration-time-dependent effects of antihypertensive treatment on the circadian pattern of blood pressure.,Administrati<mask>-time-dependent effects of antihypertensive <mask> on <mask> circadian pattern of blood pressure.
16048572,Late complication in patients undergoing pancreatic resection with intraoperative radiation therapy: gastrointestinal bleeding with occlusion of the portal system.,Late complication in patients <mask> pancreatic resection with intraoperative <mask> therapy: gastrointestinal <mask> with occlusion of the <mask> system.
1605141,Admission stool guaiac test: use and impact on patient management.,Admission <mask> <mask> <mask> use and impact on patient management.
16052841,Efficacy and safety of a short-time orlistat treatment in obese subjects.,<m<mask>sk> and safety <mask> a short-time orlistat treatment in obese subjects.
16055900,Jaundice as a presentation of heart failure.,<m<mask>k> as a presentation of heart failure.
16060412,Effects of nifedipine GITS 20 mg or enalapril 20 mg on blood pressure and inflammatory markers in patients with mild-moderate hypertension.,Effects of nifedipine <mask> 20 <mask> or enalapril 20 <mask> <mask> <mask> <mask> <mask> inflammatory markers in patients with mild-moderate hypertension.
16061082,Patient selection and the physiology of gastrointestinal antiobesity operations.,<mask> selection and <mask> physiology of <mask> antiobesity operations.
16076996,Simplified resting metabolic rate-predicting formulas for normal-sized and obese individuals.,<mask> resting metabolic <mask> formulas for <mask> and obese individuals.
16083464,Treatment of intractable constipation with orlistat: a report of three cases.,Treatment of intractable <mask> with orlistat: a <mask> of <mask> cases.
16097060,Effect of oral erythromycin on gastric and small bowel transit time of capsule endoscopy.,<mask> of oral <mask> <mask> gastric and small bowel transit <mask> of capsule endoscopy.
16097998,Is coeliac disease screening in risk groups justified? A fourteen-year follow-up with special focus on compliance and quality of life.,<mask> <mask> disease screen<mask>g in risk groups justified? <mask> fourteen-year <mask> with special focus on compliance and quality of life.
16101171,The efficacy of endoscopic mucosal resection in the diagnosis and treatment of group III gastric lesions.,The efficacy <mask> <mask> mucosal resection in the <mask> and treatment <mask> group III gastric lesions.
16103288,Glycolide copolymer staple-line reinforcement reduces staple site bleeding during laparoscopic gastric bypass: a prospective randomized trial.,<mask> <mask> <mask>-line reinforcement reduces staple site bleeding during laparoscopic gastric <mask> a prospective randomized trial.
16106247,Clinical features of colorectal cancer before diagnosis: a population-based case-control study.,Clinical features of <mask> cancer before <mask> a population-based <mask> study.
16108743,Laparoscopic Heller myotomy and Roux-en-Y gastric bypass: a novel operation for the obese patient with achalasia.,L<mask>paroscopic Heller myotomy and <mask> gastric bypass: a <mask> operation <mask> the obese patient with achalasia.
16109532,Sedation and safety of propofol for therapeutic endoscopic retrograde cholangiopancreatography.,<mask> and safety of <mask> for therapeutic endoscopic <mask> cholangiopancreatography.
1610984,"Effect of n-3 fatty acids from fish oil on hemostasis, blood pressure, and lipid profile of dialysis patients.","Effect <mask> <mask> fatty acids from fish <mask> on hemostasis, blood pressure, and lipid <mask> <mask> dialysis patients."
16110174,Detection of esophageal varices in liver cirrhosis using non-invasive parameters.,Detection of <mask> varices <mask> liver cirrhosis <mask> non-invasive parameters.
16110836,Celiac disease in an adult Turkish population with type 1 diabetes mellitus.,Celiac disease <mask> an adult Turkish <mask> with type <mask> diabetes mellitus.
16113698,Migraine--diagnosis and treatment.,Migraine--diagnosis <mask> treatment.
1611442,Gastrointestinal tract perforation in children due to blunt abdominal trauma.,Gastrointestinal <mask> <mask> in children due to blunt <mask> trauma.
